LSOA,population_per_hectare
E01004391,24.9
E01004393,169.6
E01004401,19.1
E01004404,132.6
E01004461,98.0
E01004412,114.3
E01004465,130.6
E01004466,109.9
E01004467,109.4
E01004468,20.8
E01004406,136.9
E01004408,148.7
E01004409,106.2
E01004411,138.8
E01004443,142.6
E01004447,146.0
E01004392,107.2
E01004394,152.3
E01004397,98.2
E01004444,127.9
E01004446,154.6
E01004395,10.8
E01004421,170.4
E01004445,102.4
E01004448,36.3
E01004449,100.7
E01004363,53.1
E01004364,86.4
E01004366,64.0
E01004367,130.6
E01004368,133.8
E01004365,192.2
E01004405,135.7
E01004420,125.9
E01004423,149.5
E01033153,161.4
E01004362,20.0
E01004436,73.8
E01004437,124.4
E01004439,112.2
E01004442,115.9
E01004422,12.4
E01004424,84.9
E01004425,156.9
E01004426,144.3
E01004427,51.3
E01004369,180.4
E01004370,128.7
E01004372,185.5
E01004432,93.7
E01004435,130.2
E01004333,177.3
E01004334,140.6
E01004438,79.9
E01004440,91.5
E01004441,123.8
E01004371,156.4
E01004373,180.2
E01004374,146.3
E01004375,158.8
E01004376,183.3
E01004336,78.5
E01004428,109.6
E01004429,33.3
E01004430,42.6
E01004434,63.5
E01004335,153.7
E01004337,172.2
E01004338,194.5
E01004339,174.3
E01004340,71.0
E01004341,116.8
E01004327,103.7
E01004328,178.3
E01004329,166.3
E01004330,192.4
E01004331,174.8
E01004332,160.6
E01016252,1.0
E01016253,14.6
E01032727,3.3
E01016184,8.8
E01016185,13.3
E01016186,1.2
E01016187,19.1
E01016188,15.5
E01016190,38.6
E01016238,23.8
E01016243,51.2
E01016245,47.2
E01016246,45.6
E01016247,39.5
E01016239,48.6
E01016240,50.8
E01016241,49.9
E01016242,21.9
E01016180,26.3
E01016181,1.0
E01016182,13.1
E01016183,54.6
E01016222,39.6
E01016191,33.7
E01016223,64.6
E01016224,40.2
E01016226,40.7
E01032724,61.9
E01032728,24.7
E01016225,31.0
E01016233,46.5
E01016248,47.6
E01016249,15.2
E01016250,30.1
E01016200,60.4
E01016201,62.0
E01016202,54.3
E01016203,49.8
E01016204,69.4
E01016209,15.2
E01016210,58.9
E01016213,6.9
E01016214,24.5
E01016215,91.7
E01032725,10.9
E01032726,33.3
E01016205,47.6
E01016217,30.5
E01016218,44.3
E01016231,40.2
E01016232,41.2
E01016212,64.8
E01016216,57.0
E01016219,42.7
E01016220,65.8
E01016221,61.1
E01016206,32.2
E01016208,20.1
E01016229,19.0
E01016230,6.7
E01016207,1.5
E01016234,3.7
E01016235,31.4
E01016236,60.7
E01016237,65.4
E01016192,28.8
E01016194,12.1
E01016195,19.7
E01016227,15.0
E01016228,16.1
E01016193,66.0
E01016196,7.8
E01016197,34.7
E01016198,58.2
E01016199,51.1
E01016924,40.6
E01016926,20.1
E01016927,49.6
E01016929,48.1
E01016931,11.0
E01016898,39.2
E01016899,10.1
E01016914,12.3
E01016915,62.7
E01016923,35.7
E01016928,4.3
E01016998,27.4
E01016999,2.8
E01017000,40.1
E01016925,59.4
E01016930,39.4
E01017001,21.7
E01017003,63.4
E01016916,3.2
E01016917,47.6
E01016918,55.1
E01016919,42.1
E01016920,59.7
E01016882,54.2
E01016883,21.6
E01016884,67.7
E01016885,3.2
E01016886,63.3
E01016980,19.1
E01016982,54.2
E01016983,26.0
E01016984,28.2
E01016985,54.1
E01016900,7.0
E01016902,42.5
E01016904,55.4
E01016905,71.8
E01016909,61.4
E01016906,14.9
E01016907,66.7
E01016908,60.0
E01016910,40.9
E01016911,14.2
E01016901,110.0
E01016903,142.0
E01016934,101.7
E01016939,118.2
E01016940,129.3
E01016981,21.4
E01017002,32.6
E01017004,74.8
E01017005,119.2
E01017006,93.0
E01016921,61.8
E01016922,66.5
E01016973,67.9
E01016977,58.7
E01016978,57.6
E01016879,41.7
E01016880,91.5
E01016881,35.8
E01016887,42.9
E01016888,55.6
E01016976,44.8
E01016932,101.4
E01016933,107.0
E01016935,33.0
E01016936,71.8
E01016937,140.3
E01016890,138.4
E01016966,139.5
E01016970,122.8
E01016971,200.7
E01016972,197.6
E01016979,41.9
E01016990,156.4
E01016991,181.4
E01016996,113.6
E01017007,32.7
E01017008,8.0
E01017009,44.3
E01017010,40.0
E01017011,4.4
E01017012,9.4
E01016892,49.3
E01016893,179.6
E01016912,131.2
E01016913,127.5
E01016946,115.3
E01016860,105.2
E01016871,164.8
E01016872,184.3
E01016873,101.9
E01016878,83.1
E01016870,100.8
E01016874,107.6
E01016875,129.5
E01016876,74.5
E01016877,127.6
E01016974,32.9
E01016975,63.7
E01016992,35.8
E01016994,109.5
E01016997,59.3
E01016889,200.1
E01016891,150.8
E01016894,194.1
E01016896,227.4
E01016897,216.7
E01016987,98.1
E01016989,106.5
E01016993,97.4
E01016995,54.8
E01016938,161.6
E01016950,177.2
E01016951,155.3
E01016967,210.2
E01016968,246.1
E01016864,6.1
E01016865,120.4
E01016866,75.3
E01016867,39.5
E01016868,102.9
E01016895,43.3
E01016849,158.7
E01016852,327.8
E01016853,175.1
E01016855,140.6
E01016856,176.7
E01016952,38.9
E01016953,142.0
E01016964,81.5
E01016969,70.0
E01033328,193.7
E01033329,101.5
E01016857,95.2
E01016858,168.1
E01016859,93.2
E01016986,60.2
E01016988,103.4
E01016850,116.5
E01016851,235.7
E01016854,304.4
E01016954,265.5
E01016955,185.1
E01016941,155.2
E01016945,256.0
E01016947,158.5
E01016948,126.1
E01016949,78.6
E01016861,86.8
E01016862,103.5
E01016942,125.8
E01016943,121.4
E01016944,91.7
E01016863,59.1
E01016869,99.4
E01016957,9.7
E01016963,57.7
E01016956,9.0
E01016958,32.3
E01016959,15.8
E01016960,12.3
E01016961,31.2
E01016962,5.9
E01017300,30.5
E01017303,70.7
E01017305,53.9
E01017306,76.3
E01017309,67.0
E01017301,16.2
E01017302,29.5
E01017304,66.4
E01017316,4.1
E01017329,4.2
E01017307,10.5
E01017308,65.6
E01033229,2.1
E01033237,5.9
E01017335,54.9
E01017336,57.9
E01017337,49.3
E01017346,31.5
E01017286,3.4
E01017287,28.3
E01017367,4.8
E01017368,5.1
E01017282,16.5
E01017283,1.2
E01017338,19.2
E01017341,35.4
E01017342,44.0
E01017339,36.4
E01017340,87.1
E01017343,16.2
E01017344,14.5
E01017345,62.7
E01017310,1.0
E01017311,28.4
E01017331,7.7
E01017332,41.7
E01017334,3.5
E01017295,19.4
E01017325,35.8
E01017326,43.5
E01017328,100.3
E01017333,4.9
E01017284,4.2
E01017285,3.9
E01017288,6.4
E01017351,3.2
E01017352,11.7
E01017292,33.7
E01017293,28.8
E01017296,0.6
E01017321,3.9
E01017322,54.4
E01017327,51.1
E01017312,8.7
E01017315,19.5
E01017354,1.5
E01017361,3.0
E01017362,28.8
E01033239,1.9
E01017290,0.3
E01017291,5.3
E01017294,0.8
E01017353,0.6
E01017289,1.4
E01017347,6.2
E01017348,54.5
E01017349,48.1
E01017350,21.3
E01017317,12.9
E01017320,18.1
E01017323,1.3
E01017324,2.0
E01017355,18.2
E01017358,10.0
E01017318,37.6
E01017319,41.8
E01017356,49.8
E01017357,37.5
E01017359,3.4
E01017360,30.1
E01017297,0.4
E01017298,1.4
E01017299,1.1
E01017369,0.7
E01017363,23.1
E01017364,9.2
E01017365,5.3
E01017366,4.7
E01017370,2.3
E01016070,1.8
E01016071,1.3
E01016072,0.7
E01016074,1.4
E01016142,1.0
E01016144,3.5
E01016145,14.9
E01016149,1.8
E01016073,1.0
E01016075,14.9
E01016076,22.3
E01016077,19.2
E01016143,4.8
E01016146,8.3
E01016147,12.9
E01016148,22.6
E01016133,19.8
E01016134,47.4
E01016138,42.0
E01016139,58.5
E01016135,73.1
E01016136,34.4
E01016137,72.4
E01016140,69.0
E01016141,81.0
E01016035,57.1
E01016112,41.7
E01032798,13.9
E01016151,48.7
E01016152,50.6
E01016153,66.4
E01016155,34.0
E01016033,76.1
E01016036,98.6
E01016037,97.9
E01016039,84.3
E01016030,41.6
E01016032,50.5
E01016034,37.1
E01016038,70.5
E01016150,67.3
E01016154,22.1
E01016156,106.3
E01016157,25.5
E01016158,30.9
E01016031,105.5
E01016041,88.1
E01016045,55.3
E01016049,107.9
E01016040,84.9
E01016042,113.3
E01016043,64.0
E01016177,91.1
E01016178,72.0
E01016117,116.2
E01016129,47.3
E01016130,39.7
E01016131,39.4
E01016016,84.4
E01016017,52.1
E01016019,115.8
E01016110,18.4
E01016111,23.7
E01016044,111.3
E01016046,91.0
E01016047,124.9
E01016048,66.6
E01016113,65.9
E01016114,101.0
E01016115,57.1
E01016118,83.0
E01016160,43.1
E01016161,52.2
E01016162,56.7
E01016163,66.2
E01016164,63.7
E01016165,48.6
E01016159,19.5
E01016174,58.0
E01016175,39.9
E01016179,35.3
E01016061,101.0
E01016063,119.3
E01016064,37.9
E01016069,129.2
E01016020,60.2
E01016021,94.6
E01016022,100.8
E01016125,84.6
E01016018,155.6
E01016023,99.5
E01016024,101.6
E01016062,36.9
E01016093,3.9
E01016096,50.0
E01016166,42.0
E01016167,50.5
E01016116,60.6
E01016127,4.4
E01016128,29.6
E01016132,28.2
E01016094,17.6
E01016095,22.1
E01016097,63.6
E01016098,62.5
E01016102,55.7
E01016119,37.9
E01016120,23.2
E01016124,58.8
E01016126,62.4
E01016025,33.3
E01016065,65.5
E01016066,22.9
E01016067,43.7
E01016068,68.5
E01016026,11.0
E01016027,2.3
E01016028,6.9
E01016029,2.4
E01016087,41.3
E01016088,58.8
E01016089,59.4
E01016090,61.1
E01016085,28.8
E01016086,13.9
E01016091,36.4
E01016176,15.0
E01016058,3.7
E01016059,71.2
E01016079,47.5
E01016083,58.1
E01016084,50.5
E01016101,68.9
E01016103,4.6
E01016104,70.2
E01016107,40.8
E01016121,17.6
E01016122,17.2
E01016123,54.3
E01016173,46.7
E01016078,46.3
E01016080,53.3
E01016081,45.4
E01016082,72.1
E01016050,35.3
E01016051,34.5
E01016052,15.3
E01016053,27.7
E01016054,9.8
E01016092,66.3
E01016099,70.9
E01016100,28.4
E01016105,35.5
E01016106,64.6
E01016168,45.9
E01016169,41.7
E01016171,73.1
E01016172,38.8
E01016055,52.6
E01016056,47.2
E01016057,36.5
E01016060,45.0
E01016170,65.5
E01016796,39.0
E01016797,2.6
E01016798,3.6
E01016799,1.0
E01016800,0.8
E01016759,1.5
E01016760,1.5
E01016761,0.9
E01016801,0.6
E01016802,0.5
E01016803,0.4
E01016786,42.4
E01016787,44.3
E01016788,5.9
E01016789,58.6
E01016790,35.0
E01016791,23.1
E01016792,30.2
E01016793,12.8
E01016794,29.9
E01016795,58.1
E01016762,21.0
E01016764,20.2
E01016766,43.2
E01016767,13.9
E01016771,40.5
E01016806,39.1
E01016807,42.8
E01016809,31.8
E01016835,27.7
E01016763,11.3
E01016769,10.1
E01016770,37.7
E01016773,37.3
E01016836,85.6
E01016837,88.6
E01016838,29.8
E01016841,17.8
E01016721,42.3
E01016765,32.3
E01016772,44.5
E01016804,10.3
E01016812,34.8
E01016817,22.9
E01016818,23.5
E01016840,7.0
E01016719,32.0
E01016722,39.5
E01016805,18.1
E01016808,33.8
E01016810,18.5
E01016811,45.4
E01016819,27.5
E01016839,35.4
E01016717,54.7
E01016720,38.6
E01016723,40.5
E01016724,23.8
E01016718,63.6
E01016729,51.1
E01016768,8.2
E01033499,13.2
E01033500,10.1
E01016776,39.5
E01016813,11.4
E01016815,48.2
E01016816,10.9
E01016731,21.7
E01016732,24.7
E01016784,11.1
E01033501,55.2
E01033506,19.5
E01016783,15.4
E01016820,9.4
E01016821,41.3
E01016823,21.4
E01033503,6.3
E01033508,44.1
E01033509,11.2
E01033511,44.2
E01033512,14.8
E01016726,78.2
E01016733,62.9
E01016845,31.7
E01016846,46.0
E01016848,25.4
E01016780,36.2
E01016781,22.6
E01016814,2.1
E01033505,11.8
E01033522,6.4
E01033523,28.6
E01033525,15.0
E01016774,20.5
E01016775,10.1
E01016777,59.7
E01016778,22.1
E01016725,77.3
E01016727,62.0
E01016728,29.4
E01016847,33.0
E01016822,32.5
E01016824,40.9
E01016825,43.1
E01016827,18.0
E01016828,11.0
E01016842,65.2
E01016843,40.0
E01016844,11.9
E01033497,4.1
E01033498,5.9
E01016734,0.9
E01016735,3.3
E01016736,36.3
E01016826,37.2
E01016752,50.1
E01016753,32.5
E01016755,46.4
E01033514,51.4
E01033515,33.8
E01033517,68.6
E01016754,38.8
E01016756,34.7
E01016757,40.9
E01016758,34.2
E01016737,48.4
E01016738,43.7
E01016739,41.2
E01016740,42.4
E01016741,62.2
E01016748,44.9
E01016750,39.5
E01016751,46.1
E01033519,9.8
E01033520,18.1
E01016829,56.8
E01016831,39.3
E01016832,52.5
E01016833,15.3
E01016834,49.6
E01016710,34.8
E01016714,45.4
E01016716,32.8
E01016745,45.8
E01016711,26.0
E01016713,32.0
E01016715,22.3
E01016830,55.9
E01016742,52.9
E01016743,6.9
E01016744,39.8
E01016746,35.2
E01017112,57.6
E01017115,37.0
E01017117,28.4
E01017119,61.3
E01017120,41.5
E01017051,23.6
E01017052,52.1
E01017053,20.2
E01017118,59.1
E01017050,16.0
E01017061,28.4
E01017063,44.8
E01017064,49.0
E01017054,14.0
E01017113,8.3
E01017114,29.0
E01017116,29.3
E01017055,70.9
E01017056,66.9
E01017057,82.7
E01017058,74.0
E01017060,23.6
E01017086,97.2
E01017089,30.6
E01017090,27.7
E01017091,55.1
E01017092,77.4
E01017014,21.3
E01017046,17.3
E01017047,18.3
E01017048,27.9
E01017085,22.3
E01017084,52.2
E01017087,126.5
E01017088,99.7
E01017105,122.1
E01017107,136.9
E01017104,18.3
E01017106,100.9
E01017108,33.0
E01017109,131.8
E01017041,116.8
E01017043,152.9
E01017044,149.4
E01017049,60.9
E01017110,128.1
E01017111,92.1
E01017013,110.4
E01017042,171.4
E01017045,155.7
E01017075,156.0
E01017082,157.8
E01017083,157.6
E01017036,115.9
E01017037,154.5
E01017038,39.9
E01017102,88.6
E01017103,37.6
E01017015,30.9
E01017016,132.1
E01017017,92.4
E01017018,85.4
E01017019,92.9
E01017020,65.9
E01017076,42.9
E01017077,97.0
E01017078,151.4
E01017079,186.9
E01017080,158.6
E01017081,188.8
E01017031,94.3
E01017032,56.6
E01017034,14.0
E01017039,113.0
E01017040,89.8
E01033381,155.1
E01033383,79.0
E01017021,20.1
E01017093,29.4
E01017096,78.2
E01017099,24.0
E01017100,59.3
E01017101,93.9
E01017035,107.0
E01017128,191.4
E01017129,169.3
E01017130,159.6
E01017132,243.1
E01017133,168.4
E01017023,160.7
E01017025,180.8
E01017026,149.5
E01017029,167.7
E01017030,176.4
E01017022,115.4
E01017024,165.8
E01017027,154.4
E01017028,192.1
E01017124,147.1
E01017094,136.3
E01017095,111.0
E01017097,157.4
E01017098,140.7
E01017122,113.7
E01017125,106.3
E01017127,174.9
E01017135,120.6
E01017067,43.6
E01017068,84.1
E01017069,72.2
E01017070,45.7
E01017074,26.3
E01017073,117.2
E01017123,26.6
E01017131,35.0
E01033380,79.0
E01033384,89.1
E01017071,158.8
E01017072,102.0
E01017121,113.5
E01017126,140.9
E01017059,6.4
E01017062,23.2
E01017066,44.2
E01032604,42.0
E01016407,24.0
E01016408,21.6
E01016410,29.7
E01016411,19.5
E01016412,63.2
E01016386,14.1
E01016387,34.1
E01016425,40.0
E01016426,36.4
E01016430,23.7
E01016364,48.9
E01016409,36.0
E01016427,29.2
E01016428,36.3
E01016429,49.6
E01016362,53.5
E01016363,56.2
E01016365,39.9
E01016366,62.4
E01016367,68.3
E01016380,38.0
E01016383,57.0
E01016384,24.4
E01016431,47.3
E01016432,50.3
E01016381,51.7
E01016382,27.4
E01016385,57.5
E01016396,56.9
E01016397,59.6
E01016355,23.6
E01016358,62.4
E01016359,13.9
E01016360,124.0
E01016361,160.5
E01016356,95.0
E01016357,82.9
E01016395,38.6
E01016398,112.1
E01016399,79.2
E01016400,68.5
E01016394,51.6
E01016433,47.1
E01016434,34.4
E01016435,43.5
E01016436,45.5
E01016402,153.0
E01016404,150.5
E01016405,213.9
E01016406,41.2
E01033417,136.0
E01033421,51.9
E01016353,74.1
E01016378,72.4
E01016391,65.6
E01033415,19.9
E01033418,23.5
E01033420,52.8
E01033422,85.2
E01033423,99.3
E01016401,60.0
E01016403,58.6
E01016416,138.6
E01016417,119.4
E01016418,116.6
E01016388,14.3
E01016389,18.8
E01016390,61.2
E01016392,74.7
E01016393,43.5
E01016374,124.1
E01016375,132.8
E01016376,58.3
E01016379,143.3
E01016413,57.9
E01016414,31.1
E01016419,28.3
E01016420,67.9
E01016421,15.5
E01016422,42.3
E01016423,16.1
E01016424,32.0
E01016370,47.1
E01016371,27.8
E01016373,39.1
E01016415,77.3
E01016368,39.4
E01016372,54.4
E01016377,26.4
E01016438,50.9
E01016442,9.1
E01016443,77.1
E01016369,55.0
E01016437,21.8
E01016439,16.1
E01016440,55.6
E01016441,34.8
E01016450,47.3
E01016451,106.6
E01016452,60.8
E01016453,39.6
E01016454,57.0
E01016455,48.0
E01016483,71.5
E01016484,82.2
E01016485,111.4
E01016486,12.6
E01016487,105.0
E01016488,76.4
E01016493,70.4
E01016494,24.9
E01016495,56.0
E01016496,60.0
E01016497,50.4
E01016498,76.7
E01016499,49.9
E01016444,106.7
E01016445,88.5
E01016446,73.4
E01016447,84.5
E01016448,46.3
E01016449,81.2
E01016516,110.0
E01016517,119.7
E01016518,93.5
E01016519,36.0
E01016520,41.2
E01016521,57.5
E01016467,83.4
E01016468,65.7
E01016469,61.5
E01016470,57.5
E01016471,52.8
E01016472,83.8
E01016456,67.9
E01016457,91.4
E01016458,52.7
E01016459,60.6
E01016460,57.1
E01016461,46.8
E01016473,52.9
E01016474,58.0
E01016475,61.1
E01016476,62.5
E01016477,11.7
E01016478,57.6
E01016462,82.5
E01016463,28.4
E01016464,98.3
E01016465,49.5
E01032729,88.3
E01032730,71.1
E01016506,40.3
E01016507,54.5
E01016508,47.6
E01016509,33.2
E01016510,30.8
E01016511,55.7
E01016512,45.0
E01016513,17.1
E01016514,26.7
E01016515,51.1
E01016500,44.8
E01016501,84.7
E01016502,60.1
E01016503,88.0
E01016504,49.2
E01016505,60.5
E01016490,60.4
E01016491,71.3
E01016492,48.3
E01032731,63.9
E01032732,79.0
E01016479,48.2
E01016480,42.4
E01016481,7.9
E01016482,5.5
E01017144,42.4
E01017145,22.0
E01017146,19.7
E01017148,46.3
E01017149,92.0
E01017180,39.3
E01017181,42.6
E01017183,52.0
E01017185,57.1
E01017187,39.7
E01017264,96.2
E01017265,16.3
E01017270,63.7
E01017271,26.4
E01017182,59.0
E01017184,40.9
E01017186,67.3
E01017188,65.5
E01017266,76.8
E01017267,41.4
E01017272,70.6
E01032756,71.5
E01017147,52.4
E01017150,23.4
E01017151,23.6
E01017152,61.6
E01017238,50.7
E01017241,29.2
E01017242,43.0
E01017243,76.7
E01017244,53.7
E01017174,23.8
E01017175,28.4
E01017176,62.7
E01017179,73.1
E01017226,58.7
E01017231,75.2
E01017232,56.7
E01032753,26.1
E01017246,71.3
E01017250,60.4
E01017251,41.8
E01017253,56.2
E01017247,62.5
E01017248,60.9
E01017249,16.2
E01017252,18.0
E01017254,76.1
E01017236,31.0
E01017237,63.0
E01017239,15.6
E01017240,24.8
E01017245,50.1
E01017227,138.4
E01017228,73.5
E01017233,57.9
E01017234,78.4
E01017235,91.7
E01017171,64.1
E01017172,51.5
E01017173,48.2
E01017177,49.2
E01017178,73.6
E01017207,77.1
E01017209,81.6
E01017211,79.4
E01017212,48.6
E01017213,91.9
E01017200,48.5
E01017201,76.3
E01017202,76.8
E01017203,48.8
E01017204,57.8
E01017157,126.0
E01017158,85.8
E01017159,141.0
E01017160,95.2
E01017198,40.6
E01017199,60.6
E01017205,46.5
E01017206,47.4
E01017208,60.7
E01017210,64.7
E01017214,8.9
E01017215,56.1
E01017216,61.6
E01017189,101.8
E01017190,94.6
E01017191,112.9
E01017196,75.9
E01017197,75.2
E01017192,87.5
E01017193,84.8
E01017194,13.5
E01017195,72.9
E01017153,116.8
E01017154,34.0
E01017155,57.6
E01017156,192.1
E01032738,58.5
E01032750,116.6
E01017136,85.4
E01017137,169.4
E01017138,141.4
E01017140,13.3
E01017217,40.6
E01017223,54.5
E01017224,42.5
E01017225,48.0
E01017162,45.0
E01017163,74.6
E01017164,39.7
E01017165,64.5
E01017166,44.4
E01017256,46.4
E01017257,67.4
E01017259,64.9
E01017260,51.1
E01017262,32.9
E01017167,68.0
E01017168,48.8
E01017169,82.4
E01017170,54.7
E01017218,62.1
E01017219,37.6
E01017220,73.9
E01017221,90.4
E01017222,73.6
E01017139,57.6
E01017142,63.5
E01032745,147.1
E01032746,205.8
E01032748,12.1
E01032751,103.1
E01032755,100.4
E01017255,49.8
E01017258,74.8
E01017261,34.9
E01017263,39.2
E01017273,64.1
E01017275,31.0
E01017276,62.9
E01017278,37.9
E01017279,45.7
E01017274,43.9
E01017277,52.9
E01017280,66.3
E01017281,51.1
E01016277,0.9
E01016286,1.0
E01016287,0.3
E01016288,0.5
E01016303,0.5
E01016304,0.4
E01016305,0.5
E01016306,13.4
E01016256,1.3
E01016257,0.6
E01016313,17.6
E01016314,2.3
E01016315,2.0
E01016316,5.7
E01016317,26.4
E01016318,51.4
E01016258,14.3
E01016261,20.0
E01016349,35.4
E01016350,55.0
E01016259,16.3
E01016260,40.1
E01016262,52.9
E01016272,12.6
E01016273,45.8
E01016263,2.0
E01016278,3.3
E01016283,3.4
E01016284,7.6
E01016285,0.5
E01016271,56.0
E01016274,31.2
E01016275,43.3
E01016276,22.5
E01016327,1.5
E01016328,1.1
E01016344,9.2
E01016345,6.7
E01016296,39.5
E01016297,4.7
E01016298,0.5
E01016299,15.8
E01016254,0.9
E01016255,0.8
E01016264,0.8
E01016265,0.9
E01016266,2.1
E01016339,2.7
E01016310,33.2
E01016311,24.4
E01016323,5.0
E01016324,2.0
E01016325,53.3
E01016279,55.2
E01016280,34.1
E01016281,41.8
E01016282,38.2
E01016329,51.8
E01016340,25.3
E01016341,24.3
E01016342,12.3
E01016343,53.3
E01016267,28.0
E01016268,42.7
E01016269,0.9
E01016270,13.7
E01016330,63.2
E01016331,64.8
E01016332,37.4
E01016334,66.7
E01016336,69.6
E01016333,3.2
E01016335,52.6
E01016337,13.8
E01016338,43.5
E01016300,8.1
E01016301,0.2
E01016302,0.9
E01016326,0.4
E01016293,2.5
E01016346,15.8
E01016347,24.7
E01016348,43.0
E01016294,39.1
E01016295,35.3
E01016312,58.4
E01016319,43.9
E01016320,44.6
E01016289,11.8
E01016290,30.8
E01016291,31.7
E01016292,42.1
E01016321,45.4
E01016322,22.2
E01016307,19.9
E01016308,1.4
E01016309,1.0
E01016570,47.1
E01016572,36.4
E01016582,13.1
E01016600,5.2
E01016530,4.3
E01016531,1.3
E01016532,4.1
E01016533,4.6
E01016578,0.9
E01016579,1.1
E01016581,0.9
E01016571,34.2
E01016573,77.1
E01016574,54.1
E01016599,66.1
E01016583,26.8
E01016585,37.3
E01016586,8.6
E01016591,17.3
E01016592,11.0
E01016525,39.3
E01016528,43.2
E01016529,59.8
E01016536,48.5
E01016584,53.5
E01032733,33.4
E01032734,29.1
E01016526,54.7
E01016527,62.5
E01016534,22.1
E01016598,35.6
E01016601,41.7
E01016602,10.8
E01016535,61.1
E01016537,62.1
E01016538,66.5
E01016593,56.2
E01016594,21.3
E01016559,48.9
E01016560,53.3
E01016561,17.9
E01016562,7.5
E01016563,8.5
E01016580,50.6
E01016539,7.3
E01016540,2.4
E01016541,42.3
E01016542,14.5
E01016543,1.1
E01016544,34.9
E01016567,4.7
E01016568,49.5
E01016569,6.4
E01016564,6.7
E01016565,10.4
E01016566,9.0
E01016577,3.2
E01016545,55.1
E01016547,36.5
E01016550,52.4
E01016552,12.5
E01016551,23.1
E01016553,21.8
E01016557,59.5
E01016558,54.0
E01016548,41.4
E01016549,57.5
E01016554,46.4
E01016555,59.4
E01016556,52.8
E01016546,61.2
E01016595,2.9
E01016596,8.9
E01016597,21.1
E01016575,10.8
E01016576,4.4
E01016587,43.2
E01016588,1.2
E01016589,7.2
E01016522,38.0
E01016523,4.1
E01016524,5.1
E01016609,22.7
E01016603,11.1
E01016604,7.5
E01016605,6.6
E01016606,25.0
E01016607,11.6
E01016608,16.0
E01016675,0.7
E01016676,11.0
E01016677,2.8
E01016678,1.5
E01016619,5.5
E01016620,21.3
E01016692,27.7
E01016693,40.7
E01016694,11.0
E01016695,33.4
E01016621,46.4
E01016623,34.5
E01016624,43.8
E01016684,39.6
E01016685,3.4
E01016622,14.7
E01016657,4.5
E01016658,15.7
E01016659,60.5
E01016660,24.8
E01016615,26.1
E01016616,39.2
E01016617,24.8
E01016662,61.1
E01016613,11.6
E01016614,34.7
E01016618,36.4
E01016664,38.9
E01016668,37.2
E01016669,42.5
E01016661,24.4
E01016663,42.0
E01016686,34.4
E01016687,59.8
E01016688,21.7
E01016689,46.5
E01016652,60.6
E01016653,37.3
E01016665,39.9
E01016666,55.6
E01032761,16.1
E01016647,17.5
E01016701,17.9
E01016702,14.4
E01016703,11.7
E01016704,48.9
E01016627,22.6
E01016628,19.6
E01016656,0.8
E01016700,10.1
E01016644,70.5
E01016645,62.0
E01016646,25.9
E01016648,61.6
E01016649,41.6
E01016651,46.3
E01016654,35.9
E01016655,48.3
E01016679,24.3
E01016680,37.1
E01032758,17.3
E01032759,3.5
E01016626,31.5
E01016671,18.9
E01016673,44.7
E01016674,21.9
E01016696,37.0
E01016670,27.8
E01016672,25.7
E01032763,15.6
E01016612,4.7
E01016629,32.7
E01016630,26.2
E01016635,45.3
E01016625,26.6
E01016631,58.5
E01016632,17.1
E01016634,11.2
E01016699,8.9
E01016682,2.4
E01016683,5.6
E01016690,3.1
E01016691,1.3
E01016610,2.6
E01016611,6.8
E01016641,1.8
E01016642,51.5
E01016633,16.9
E01016636,15.4
E01016637,6.8
E01016638,32.7
E01016639,27.0
E01016640,2.3
E01016643,33.1
E01016705,2.1
E01016706,30.4
E01016707,38.8
E01016708,20.8
E01016709,31.5
E01017648,5.6
E01017649,11.7
E01017650,6.1
E01032960,0.5
E01017644,28.1
E01017645,45.3
E01017646,8.7
E01017647,32.1
E01017671,0.6
E01017672,0.7
E01017695,3.2
E01017696,0.8
E01017693,0.7
E01017694,0.8
E01017713,14.1
E01017714,0.4
E01017717,0.5
E01017718,0.5
E01017735,0.7
E01017736,2.4
E01017737,33.0
E01017738,14.2
E01017669,0.8
E01017670,0.8
E01017715,0.4
E01017716,1.1
E01017641,1.3
E01017731,4.0
E01017732,0.9
E01017733,0.6
E01017734,1.0
E01017703,0.6
E01017704,0.6
E01017719,5.0
E01017720,0.3
E01032958,0.8
E01032959,4.3
E01017651,2.3
E01017652,1.2
E01017657,1.5
E01017658,1.3
E01017701,1.4
E01017702,3.3
E01017642,0.5
E01017643,0.6
E01017673,0.6
E01017674,0.6
E01017659,59.1
E01017660,27.8
E01017661,66.9
E01017664,17.4
E01017705,1.3
E01017706,55.6
E01017707,53.8
E01017708,28.1
E01017665,21.5
E01017666,54.1
E01017667,34.4
E01017668,53.6
E01017697,73.5
E01017698,34.4
E01017699,34.7
E01017700,34.0
E01017634,53.3
E01017662,43.7
E01017663,67.2
E01032955,40.3
E01032961,40.0
E01017653,67.4
E01017654,66.9
E01017655,43.1
E01032956,55.3
E01032957,57.8
E01032962,69.1
E01017635,47.0
E01017636,45.9
E01017637,23.4
E01017638,28.7
E01017639,30.7
E01017640,43.5
E01017709,55.4
E01017710,46.3
E01017711,35.7
E01017712,58.8
E01017687,53.6
E01017688,59.8
E01017689,49.7
E01017690,28.3
E01017691,35.4
E01017692,62.5
E01017721,48.9
E01017722,70.1
E01017723,59.9
E01017724,64.8
E01017627,2.5
E01017628,5.9
E01017629,1.6
